striker,bowl_type,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
RA Jadeja,Pace,Middle,1,3,3,5,0,,60.0,SRH
RA Bawa,Spin,Middle,1,1,3,5,0,,60.0,SRH
Abhishek Sharma,Pace,Death,2,1,3,3,0,,100.0,MI
Abdul Samad,Spin,PP,2,1,3,4,1,3.0,75.0,LSG
TM Head,Spin,Middle,1,1,3,3,0,,100.0,
T Banton,Spin,Middle,2,2,3,4,1,3.0,75.0,MI
Aman Rao,Spin,PP,1,1,3,2,1,3.0,150.0,DC
K Kartikeya,Spin,Death,2,2,3,5,2,1.5,60.0,LSG
RK Singh,Spin,Middle,2,2,3,3,0,,100.0,MI
TB Robinson,Spin,PP,1,2,3,6,0,,50.0,RR
JN Loftie-Eaton,Pace,Death,2,1,3,4,0,,75.0,RR
C Connolly,Pace,Middle,1,1,3,2,0,,150.0,PBKS
JJ Bumrah,Pace,Death,1,2,3,8,2,1.5,37.5,DC
JC Archer,Spin,Death,1,2,3,4,1,3.0,75.0,LSG
AM Hardie,Spin,Middle,2,1,3,6,1,3.0,50.0,CSK
Harsh Dubey,Spin,Middle,2,2,3,14,2,1.5,21.43,RCB
Kuldeep Yadav,Pace,Middle,1,1,3,3,0,,100.0,SRH
HH Pandya,Pace,Middle,1,1,3,5,0,,60.0,MI
AGS Gous,Pace,Middle,2,1,3,3,0,,100.0,KKR
Dhruv Jurel,Spin,Middle,1,2,3,10,2,1.5,30.0,KKR
A Zampa,Spin,Death,1,2,3,5,1,3.0,60.0,SRH
MW Short,Spin,PP,1,2,3,7,0,,42.86,MI
DW Lawrence,Spin,Death,2,1,3,3,0,,100.0,DC
Fazalhaq Farooqi,Pace,Middle,2,1,3,12,0,,25.0,CSK
MW Short,Pace,Death,2,1,3,3,1,3.0,100.0,MI
CV Varun,Pace,Death,2,3,3,8,1,3.0,37.5,PBKS
Mukesh Kumar,Pace,Death,2,1,3,1,0,,300.0,
SP Narine,Spin,Death,1,1,3,6,1,3.0,50.0,KKR
Sanvir Singh,Pace,Middle,2,1,3,3,0,,100.0,GT
N Wadhera,Spin,Middle,2,2,3,6,1,3.0,50.0,KKR
Harsh Dubey,Spin,Death,2,3,3,6,2,1.5,50.0,RCB
Sameer Rizvi,Pace,PP,2,1,3,2,0,,150.0,LSG
AGS Gous,Spin,Middle,2,1,3,3,0,,100.0,KKR
Samant Jakhar,Spin,Death,1,1,3,2,0,,150.0,DC
MP Yadav,Spin,Middle,1,1,3,13,0,,23.08,PBKS
DAJ Bracewell,Spin,Middle,2,2,3,5,0,,60.0,
D Wiese,Spin,Middle,2,1,3,5,0,,60.0,GT
D Wiese,Pace,Middle,2,1,2,3,1,2.0,66.67,GT
V Nigam,Pace,Middle,1,1,2,4,0,,50.0,GT
DW Lawrence,Pace,Middle,2,1,2,2,0,,100.0,DC
Ashutosh Sharma,Pace,PP,2,1,2,2,1,2.0,100.0,RCB
TB Robinson,Pace,Middle,1,1,2,2,0,,100.0,RR
JN Loftie-Eaton,Pace,Death,1,1,2,2,1,2.0,100.0,RR
Kumar Kushagra,Spin,PP,1,1,2,7,0,,28.57,GT
JM Vince,Pace,PP,1,1,2,4,0,,50.0,
Samarth Vyas,Pace,Death,2,1,2,4,1,2.0,50.0,KKR
RR Patel,Spin,Death,1,1,2,4,0,,50.0,RCB
Noor Ahmad,Pace,Death,2,1,2,1,0,,200.0,MI
T Stubbs,Spin,PP,2,1,2,3,0,,66.67,CSK
SV Samson,0,Middle,1,1,2,2,0,,100.0,GT
Yudhvir Singh,Spin,Death,2,2,2,4,0,,50.0,RCB
M Pathirana,Pace,Death,1,1,2,7,0,,28.57,RCB
JR Hazlewood,Spin,Death,2,1,2,2,0,,100.0,RR
JR Hazlewood,Spin,Death,1,1,2,3,1,2.0,66.67,RR
KH Pandya,Pace,Middle,1,1,2,3,0,,66.67,RR
Kaleem Sana,Spin,Middle,2,1,2,8,0,,25.0,RCB
Kumar Kushagra,Pace,Middle,2,1,2,2,0,,100.0,GT
Kaleem Sana,Pace,Middle,2,1,2,3,0,,66.67,RCB
PD Salt,Pace,Death,1,1,2,3,1,2.0,66.67,RCB
DS Airee,Pace,Middle,2,2,2,3,1,2.0,66.67,CSK
Akshay Karnewar,Spin,Middle,1,1,2,5,0,,40.0,PBKS
A Sheth,Pace,Death,1,1,2,3,0,,66.67,DC
D Ferreira,Spin,Middle,1,1,2,2,0,,100.0,GT
Sami Sohail,Pace,Middle,2,1,2,2,0,,100.0,
LG Pretorius,Spin,PP,1,1,2,4,1,2.0,50.0,
RR Rossouw,Spin,Death,2,1,2,2,0,,100.0,SRH
RK Bhui,Spin,Death,1,1,2,2,0,,100.0,KKR
D Padikkal,Spin,Middle,2,1,2,3,1,2.0,66.67,KKR
Jaskaran Singh,Spin,Middle,1,1,2,2,0,,100.0,KKR
Arshad Khan,Pace,Middle,1,1,2,3,0,,66.67,DC
DW Lawrence,Pace,Middle,1,1,2,3,0,,66.67,DC
MP Stoinis,Spin,Death,1,1,2,2,0,,100.0,KKR
Samarth Vyas,Pace,Death,1,1,2,2,1,2.0,100.0,KKR
Sikandar Raza,Spin,Middle,1,2,2,3,1,2.0,66.67,
Urvil Patel,Spin,Middle,2,1,2,2,1,2.0,100.0,MI
Tushar Raheja,Spin,Death,2,1,2,2,0,,100.0,SRH
MA Wood,Spin,Death,2,1,2,1,0,,200.0,
Abid Mushtaq,Spin,Death,2,1,2,2,0,,100.0,
B Kumar,Pace,Death,2,7,2,21,4,0.5,9.52,KKR
MS Dhoni,Spin,Middle,1,1,2,5,0,,40.0,CSK
HV Patel,Pace,Death,2,3,2,6,2,1.0,33.33,GT
RS Hangargekar,Spin,Death,2,2,2,3,1,2.0,66.67,
Ishan Kishan,Pace,Death,2,2,2,4,2,1.0,50.0,MI
H Ssenyondo,Spin,Middle,2,1,2,3,0,,66.67,LSG
J Fraser-McGurk,Pace,Death,1,1,2,2,0,,100.0,KKR
Ravi Bishnoi,Pace,Death,1,2,2,3,0,,66.67,GT
MS Pepper,Pace,Death,2,1,2,3,1,2.0,66.67,
BJ McMullen,Spin,Death,2,2,2,3,1,2.0,66.67,RR
Urvil Patel,Spin,PP,2,1,2,5,1,2.0,40.0,MI
Q de Kock,Pace,PP,2,1,2,4,0,,50.0,
Fazalhaq Farooqi,Pace,Death,1,1,2,1,0,,200.0,CSK
PJ Cummins,Pace,Death,2,3,2,10,3,0.67,20.0,
MP Yadav,Pace,Death,1,2,2,3,1,2.0,66.67,PBKS
JJ Smit,Spin,Death,1,2,2,3,1,2.0,66.67,PBKS
SS Prabhudessai,Spin,Middle,2,1,2,4,1,2.0,50.0,MI
Shaheen Shah Afridi,Pace,PP,2,1,2,4,0,,50.0,MI
Bhanu Pania,Pace,Death,1,1,2,2,0,,100.0,
R Ashwin,Pace,Death,2,1,2,2,0,,100.0,KKR
Mohammad Ghazanfar,Spin,Death,2,2,2,3,2,1.0,66.67,SRH
Washington Sundar,Spin,Middle,2,3,2,11,2,1.0,18.18,PBKS
SA Yadav,0,Middle,1,1,2,2,0,,100.0,DC
A Zampa,Spin,Middle,2,2,2,7,2,1.0,28.57,SRH
NT Ellis,Pace,Middle,2,2,1,6,0,,16.67,SRH
MR Adair,Spin,Death,1,1,1,1,0,,100.0,RR
MG Erasmus,Pace,PP,2,1,1,1,0,,100.0,
MJ Santner,Spin,Death,1,1,1,3,1,1.0,33.33,KKR
NT Ellis,Spin,Death,2,1,1,3,0,,33.33,SRH
Vishnu Vinod,Spin,Middle,1,2,1,3,2,0.5,33.33,
NT Ellis,Spin,Middle,2,4,1,22,2,0.5,4.55,SRH
MJ Santner,Spin,Death,2,1,1,1,0,,100.0,KKR
MA Agarwal,Spin,Middle,1,1,1,3,1,1.0,33.33,DC
Mukul Choudhary,Spin,Middle,1,1,1,3,1,1.0,33.33,DC
AK Markram,Spin,Middle,1,1,1,1,0,,100.0,DC
M Markande,Pace,Death,1,1,1,1,0,,100.0,
MA Starc,Pace,Middle,1,1,1,2,0,,50.0,KKR
M Pathirana,Spin,Death,2,1,1,4,0,,25.0,RCB
M Pathirana,Pace,Middle,2,1,1,8,0,,12.5,RCB
R Ashwin,Spin,Middle,2,1,1,1,0,,100.0,KKR
AM Hardie,Spin,Middle,1,1,1,1,0,,100.0,CSK
Mohammad Ghazanfar,Spin,Middle,2,2,1,5,1,1.0,20.0,SRH
MW Short,Spin,Death,1,1,1,2,1,1.0,50.0,MI
AM Hardie,Pace,Middle,1,1,1,4,0,,25.0,CSK
N Wadhera,Pace,PP,2,1,1,3,0,,33.33,KKR
MS Dhoni,Spin,Middle,2,1,1,4,0,,25.0,CSK
Mohammed Siraj,Pace,Death,1,1,1,5,1,1.0,20.0,
LUVNITH SISODIA,Spin,Death,2,1,1,3,1,1.0,33.33,LSG
LI Meriwala,Pace,Death,2,1,1,2,0,,50.0,DC
R Shepherd,Pace,Middle,1,1,1,2,0,,50.0,GT
MA Starc,Pace,Middle,2,1,1,3,0,,33.33,KKR
MS Dhoni,Pace,Middle,1,1,1,3,1,1.0,33.33,CSK
M Siddharth,Pace,Death,1,1,1,1,0,,100.0,CSK
RR Patel,Pace,Death,2,2,1,2,1,1.0,50.0,RCB
Khushdil Shah,Spin,PP,2,1,1,4,0,,25.0,DC
Babar Azam,Pace,Death,2,2,1,3,2,0.5,33.33,
SR Hain,Spin,Middle,2,1,1,2,1,1.0,50.0,
SR Hain,Pace,Death,1,1,1,3,1,1.0,33.33,
Noor Ahmad,Spin,Death,1,1,1,1,0,,100.0,MI
H Ssenyondo,Pace,Death,2,1,1,3,0,,33.33,LSG
HH Pandya,Spin,Middle,2,1,1,3,1,1.0,33.33,MI
C Sakariya,Pace,Middle,2,1,1,7,1,1.0,14.29,SRH
SP Narine,0,PP,1,1,1,2,0,,50.0,KKR
C Connolly,Spin,PP,2,1,1,1,0,,100.0,PBKS
HV Patel,Spin,Death,2,1,1,3,1,1.0,33.33,GT
C Connolly,Spin,Middle,1,1,1,2,1,1.0,50.0,PBKS
HV Patel,Spin,Middle,1,1,1,2,0,,50.0,GT
Harsh Dubey,Pace,Death,1,1,1,1,0,,100.0,RCB
C Connolly,Pace,PP,1,1,1,3,1,1.0,33.33,PBKS
Bilal Zalmai,Spin,PP,1,2,1,2,0,,50.0,
Harsh Tyagi,Pace,Death,1,1,1,4,0,,25.0,SRH
Bhanu Pania,Spin,Middle,2,1,1,2,0,,50.0,
Harsh Tyagi,Pace,Middle,2,2,1,2,1,1.0,50.0,SRH
SS Agarwal,Spin,Death,2,1,1,1,0,,100.0,
Faisal Khan,Spin,PP,2,1,1,3,0,,33.33,RCB
Shakib Al Hasan,Pace,Middle,1,1,1,2,0,,50.0,
DS Airee,Spin,PP,2,1,1,2,0,,50.0,CSK
Samant Jakhar,Pace,Death,1,2,1,2,1,1.0,50.0,DC
Sameer Rizvi,Pace,PP,1,1,1,2,0,,50.0,LSG
DJ Bravo,Pace,Middle,1,1,1,2,0,,50.0,
DP Conway,Pace,Death,2,1,1,1,0,,100.0,PBKS
DP Conway,Pace,PP,2,2,1,2,1,1.0,50.0,PBKS
SZ Mulani,Spin,Death,2,1,1,4,1,1.0,25.0,LSG
SZ Mulani,Pace,Death,1,1,1,2,0,,50.0,LSG
DS Rathi,Pace,Death,1,1,1,1,0,,100.0,KKR
F du Plessis,Pace,PP,1,1,1,2,1,1.0,50.0,
V Suryavanshi,Spin,Death,1,1,1,1,0,,100.0,PBKS
D Ferreira,Pace,Death,2,1,1,3,0,,33.33,GT
D Brevis,Spin,PP,1,1,1,4,0,,25.0,LSG
DS Rathi,Spin,Death,2,1,1,2,1,1.0,50.0,KKR
Shahbaz Ahmed,Spin,Death,1,1,1,2,0,,50.0,LSG
Chirag Jani,Spin,PP,1,1,1,2,0,,50.0,CSK
EA Brookes,Pace,Middle,1,1,1,2,1,1.0,50.0,
Khrievitso Kense,Pace,Middle,2,1,1,4,1,1.0,25.0,RCB
Hassan Nawaz,Spin,PP,1,2,1,3,0,,33.33,RCB
Hemang Patel,Spin,Death,1,1,1,2,0,,50.0,
TM Head,Pace,Death,2,3,1,4,2,0.5,25.0,
V Puthur,Pace,Death,2,1,1,2,1,1.0,50.0,DC
JR Hazlewood,Pace,Death,1,1,1,1,0,,100.0,RR
Arshdeep Singh,Pace,Middle,2,1,1,1,0,,100.0,LSG
TH David,Pace,PP,1,1,1,2,0,,50.0,PBKS
Jaskaran Singh,Pace,Death,2,2,1,4,1,1.0,25.0,KKR
Anmolpreet Singh,Spin,Death,2,1,1,2,1,1.0,50.0,CSK
KA Maharaj,Pace,Middle,2,1,1,1,0,,100.0,SRH
KH Pandya,Spin,Death,2,1,1,2,0,,50.0,RR
Ihsanullah,Pace,Death,1,1,1,1,0,,100.0,
Karan Lal,Pace,Middle,1,1,1,2,0,,50.0,RR
Waseem Muhammad,Spin,Middle,1,1,1,2,0,,50.0,
TP Ura,Pace,PP,1,1,1,1,0,,100.0,PBKS
Abrar Ahmed,Spin,Death,1,1,1,1,0,,100.0,
Abrar Ahmed,Pace,Death,2,1,1,1,0,,100.0,
Abrar Ahmed,Pace,Death,1,1,1,1,0,,100.0,
RD Gaikwad,Pace,Death,2,1,1,2,0,,50.0,GT
Ashutosh Sharma,Spin,PP,2,1,1,4,1,1.0,25.0,RCB
JM Coles,Spin,Death,2,1,1,2,1,1.0,50.0,MI
Swapnil Singh,Spin,Death,2,1,1,1,0,,100.0,CSK
VG Arora,Spin,Death,2,1,1,3,0,,33.33,KKR
Imran Tahir,Spin,Death,1,3,1,9,2,0.5,11.11,CSK
Yashvardhan Dalal,Spin,PP,2,1,1,4,1,1.0,25.0,DC
Ravi Teja,Pace,Middle,2,1,1,1,0,,100.0,RCB
Sonu Yadav,Pace,Death,1,1,1,4,1,1.0,25.0,PBKS
Suryansh Shedge,Pace,Middle,1,1,1,3,0,,33.33,CSK
Swapnil Singh,Pace,Death,1,2,1,3,2,0.5,33.33,CSK
JM Coles,Pace,Middle,2,1,1,1,0,,100.0,MI
SPD Smith,Spin,Middle,1,1,1,4,1,1.0,25.0,CSK
T Banton,Spin,PP,2,1,1,1,0,,100.0,MI
JC Archer,Spin,Middle,2,2,1,4,1,1.0,25.0,LSG
JG Bethell,Pace,Middle,2,1,1,2,0,,50.0,RR
RS Hangargekar,Spin,Middle,2,1,1,2,0,,50.0,
JL Smith,Pace,Death,1,1,1,2,1,1.0,50.0,
VS Halambage,Pace,PP,2,1,0,3,0,,0.0,RCB
YS Chahal,Pace,Death,1,2,0,5,0,,0.0,RCB
Waseem Muhammad,Pace,Death,1,1,0,1,1,0.0,0.0,
VS Halambage,Spin,PP,2,1,0,3,1,0.0,0.0,RCB
Washington Sundar,Spin,PP,2,1,0,3,0,,0.0,PBKS
Vishnu Vinod,Spin,Middle,2,1,0,3,1,0.0,0.0,
A Mhatre,Pace,Death,2,1,0,1,1,0.0,0.0,KKR
Tanay Thyagarajan,Pace,Death,2,1,0,1,1,0.0,0.0,RCB
Harshit Rana,Pace,Middle,2,1,0,4,0,,0.0,KKR
DJ Hooda,Pace,Middle,2,1,0,1,1,0.0,0.0,
DR Sams,Pace,Middle,1,1,0,1,0,,0.0,
H Ssenyondo,Pace,Middle,2,1,0,1,1,0.0,0.0,LSG
H Ssenyondo,Spin,Death,2,2,0,7,2,0.0,0.0,LSG
HC Brook,Spin,Death,1,1,0,1,1,0.0,0.0,
HC Brook,Spin,Middle,2,1,0,1,0,,0.0,
HH Pandya,Pace,PP,2,1,0,1,1,0.0,0.0,MI
HJ Manenti,Spin,Death,1,1,0,3,0,,0.0,CSK
HJ Manenti,Spin,Death,2,1,0,1,1,0.0,0.0,CSK
HV Patel,Pace,Middle,2,1,0,1,1,0.0,0.0,GT
Harpreet Brar,Spin,Death,1,1,0,3,1,0.0,0.0,GT
Harsh Dubey,Spin,Middle,1,1,0,1,1,0.0,0.0,RCB
Harsh Tyagi,Spin,Death,2,1,0,3,1,0.0,0.0,SRH
Hemang Patel,Spin,Middle,2,1,0,2,1,0.0,0.0,
Kartik Sharma,Pace,Middle,1,1,0,1,1,0.0,0.0,SRH
Imran Tahir,Pace,Death,2,1,0,2,0,,0.0,CSK
Imran Tahir,Spin,Death,2,1,0,1,1,0.0,0.0,CSK
Ishaan Gadekar,Pace,Death,2,1,0,1,1,0.0,0.0,SRH
JC Archer,Pace,Middle,2,1,0,2,0,,0.0,LSG
JC Archer,Spin,Death,2,1,0,2,1,0.0,0.0,LSG
JM Vince,Pace,PP,2,1,0,2,1,0.0,0.0,
KA Maharaj,Pace,Death,2,1,0,1,1,0.0,0.0,SRH
KA Maharaj,Spin,Middle,2,1,0,2,1,0.0,0.0,SRH
KD Karthik,Pace,PP,2,1,0,2,1,0.0,0.0,RR
KH Pandya,Pace,Death,2,1,0,3,1,0.0,0.0,RR
KR Sen,Pace,Death,2,1,0,3,1,0.0,0.0,
Kaleem Sana,Pace,Death,2,1,0,1,1,0.0,0.0,RCB
Karan Lal,Pace,Middle,2,1,0,1,1,0.0,0.0,RR
DJ Bravo,Pace,PP,2,1,0,1,1,0.0,0.0,
DA Payne,Spin,Death,2,2,0,2,1,0.0,0.0,PBKS
DA Payne,Pace,Death,1,1,0,1,1,0.0,0.0,PBKS
D Visser,Pace,PP,1,1,0,1,1,0.0,0.0,
A Nagwaswalla,Spin,Middle,1,1,0,3,1,0.0,0.0,RR
A Raghuvanshi,Pace,PP,1,1,0,1,1,0.0,0.0,
A Raghuvanshi,Pace,PP,2,1,0,1,1,0.0,0.0,
AD Russell,Spin,Death,2,2,0,2,2,0.0,0.0,DC
AHT Donald,Pace,PP,1,1,0,1,1,0.0,0.0,
AR Patel,Pace,Middle,2,1,0,4,1,0.0,0.0,CSK
AR Patel,Spin,Middle,1,1,0,1,1,0.0,0.0,CSK
AR Ramjani,Pace,Middle,1,1,0,1,1,0.0,0.0,PBKS
AS Roy,Spin,Death,2,1,0,1,1,0.0,0.0,GT
AU Rashid,Spin,Death,1,1,0,1,1,0.0,0.0,
Abdul Samad,Pace,PP,2,1,0,2,0,,0.0,LSG
Abrar Ahmed,Spin,Death,2,1,0,1,0,,0.0,
Akash Vasisht,Pace,PP,2,1,0,1,1,0.0,0.0,SRH
Ashwani Kumar,Pace,Middle,2,1,0,1,1,0.0,0.0,RR
B Indrajith,Pace,Death,1,1,0,1,1,0.0,0.0,RCB
B Indrajith,Pace,Middle,1,1,0,2,0,,0.0,RCB
BA Stokes,Pace,PP,2,1,0,4,1,0.0,0.0,RR
BA Stokes,Spin,Death,2,1,0,1,0,,0.0,RR
BM Duckett,Spin,Death,2,1,0,1,1,0.0,0.0,SRH
Babar Azam,Pace,Death,1,1,0,1,1,0.0,0.0,
Bhanu Pania,Spin,Death,2,1,0,3,1,0.0,0.0,
CV Milind,Pace,Death,2,1,0,1,0,,0.0,SRH
CV Varun,Pace,Death,1,1,0,3,1,0.0,0.0,PBKS
Cheepurapalli Stephen,Pace,Death,1,1,0,2,1,0.0,0.0,CSK
Cheepurapalli Stephen,Pace,Middle,2,1,0,1,1,0.0,0.0,CSK
D Ferreira,Pace,Death,1,1,0,1,1,0.0,0.0,GT
D Ferreira,Spin,PP,2,1,0,3,1,0.0,0.0,GT
Karan Lal,Spin,Middle,2,1,0,1,1,0.0,0.0,RR
Khrievitso Kense,Pace,Death,2,1,0,1,1,0.0,0.0,RCB
TM Head,Spin,Death,2,1,0,1,1,0.0,0.0,
Ravi Teja,Pace,Death,1,2,0,4,2,0.0,0.0,RCB
R Sai Kishore,Spin,Death,2,2,0,3,1,0.0,0.0,MI
R Shepherd,Pace,Middle,2,1,0,2,1,0.0,0.0,GT
RA Tripathi,Spin,Death,2,1,0,1,1,0.0,0.0,
RD Chahar,Spin,Death,1,2,0,2,2,0.0,0.0,CSK
RK Bhui,Pace,Death,1,2,0,4,2,0.0,0.0,KKR
RK Singh,Pace,PP,2,1,0,1,1,0.0,0.0,MI
RR Pant,Spin,Middle,2,1,0,1,1,0.0,0.0,GT
RR Rossouw,Pace,PP,2,1,0,1,0,,0.0,SRH
Ramandeep Singh,Spin,Death,2,1,0,1,1,0.0,0.0,LSG
Ramandeep Singh,Spin,PP,2,1,0,2,0,,0.0,LSG
Rashid Khan,Pace,Death,1,1,0,1,0,,0.0,MI
Rashid Khan,Pace,Death,2,1,0,1,1,0.0,0.0,MI
Ravi Bishnoi,Spin,Death,2,1,0,1,1,0.0,0.0,GT
Ravi Teja,Spin,Middle,2,1,0,1,1,0.0,0.0,RCB
Khushdil Shah,Pace,Death,2,1,0,1,1,0.0,0.0,DC
S Lamichhane,Pace,Death,2,1,0,1,1,0.0,0.0,DC
SN Thakur,Spin,Death,1,1,0,1,1,0.0,0.0,
SV Samson,Pace,Death,2,1,0,1,1,0.0,0.0,GT
SV Samson,Spin,Death,2,2,0,2,2,0.0,0.0,GT
Samant Jakhar,Pace,Death,2,1,0,1,1,0.0,0.0,DC
Shadab Khan,Spin,Death,2,3,0,4,3,0.0,0.0,SRH
Shadab Khan,Spin,Middle,2,1,0,1,0,,0.0,SRH
Shahbaz Ahmed,Spin,Middle,2,1,0,3,1,0.0,0.0,LSG
Shashank Singh,Spin,PP,1,1,0,1,0,,0.0,PBKS
Shivank Vashisth,Spin,Death,2,1,0,1,0,,0.0,
T Natarajan,Pace,Death,1,2,0,4,1,0.0,0.0,CSK
TA Boult,Pace,PP,2,1,0,1,1,0.0,0.0,MI
TH David,Spin,PP,2,1,0,2,0,,0.0,PBKS
R Ashwin,Pace,Death,1,1,0,1,1,0.0,0.0,KKR
Q de Kock,Spin,Death,1,1,0,1,1,0.0,0.0,
Pulkit Narang,Spin,Death,1,1,0,1,1,0.0,0.0,RR
PP Shaw,Pace,Middle,2,1,0,1,1,0.0,0.0,MI
Kuldeep Yadav,Pace,Death,1,1,0,2,1,0.0,0.0,SRH
Kumar Kushagra,Pace,Death,1,1,0,1,1,0.0,0.0,GT
M Jansen,Pace,Death,2,1,0,1,1,0.0,0.0,
M Shahrukh Khan,Spin,Middle,2,1,0,3,1,0.0,0.0,
MA Agarwal,Spin,Death,1,1,0,1,1,0.0,0.0,DC
MA Wood,Pace,Death,2,1,0,1,1,0.0,0.0,
MG Erasmus,Pace,Death,1,1,0,1,1,0.0,0.0,
MG Erasmus,Spin,Middle,1,1,0,1,1,0.0,0.0,
MK Lomror,Spin,Middle,1,1,0,2,1,0.0,0.0,
MP Yadav,Pace,Death,2,2,0,2,1,0.0,0.0,PBKS
MS Pepper,Spin,Death,2,1,0,1,1,0.0,0.0,
MS Pepper,Spin,Middle,2,1,0,1,1,0.0,0.0,
MS Pepper,Spin,PP,2,2,0,6,2,0.0,0.0,
MW Short,Pace,Death,1,1,0,1,1,0.0,0.0,MI
MW Short,Spin,PP,2,1,0,1,0,,0.0,MI
Mayank Dagar,Spin,Death,1,1,0,1,1,0.0,0.0,LSG
Mayank Dagar,Spin,Death,2,1,0,3,1,0.0,0.0,LSG
Mayank Dagar,Spin,Middle,2,1,0,2,0,,0.0,LSG
Mohit Redkar,Pace,Death,2,2,0,2,2,0.0,0.0,CSK
Mohit Redkar,Spin,Death,2,1,0,1,0,,0.0,CSK
N Rana,Spin,Death,2,1,0,1,1,0.0,0.0,PBKS
NA Rathva,Pace,PP,2,1,0,2,1,0.0,0.0,RR
NT Ellis,Pace,Death,2,5,0,14,5,0.0,0.0,SRH
Naveen-ul-Haq,Pace,Middle,2,1,0,1,0,,0.0,SRH
Naveen-ul-Haq,Spin,Middle,2,1,0,1,1,0.0,0.0,SRH
Noor Ahmad,Pace,Middle,2,1,0,1,1,0.0,0.0,MI
PHKD Mendis,Pace,PP,1,1,0,3,0,,0.0,DC
MP Yadav,Pace,Middle,1,1,0,5,0,,0.0,PBKS
